text,label
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Description: Solutions numeriques pour lutter contre le rechauffement climatique. Le defi: Enseigner le changement climatique sur un mode pedagogique. La solution: Belvedere application mobile pour enfants avec jeux et quizz sur l environnement.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Description: Solutions numeriques pour lutter contre le rechauffement climatique. Le defi: Transmettre les valeurs eco-citoyennes. La solution: Ecoclick mallette pedagogique contre la pollution numerique.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Description: Solutions numeriques pour lutter contre le rechauffement climatique. Le defi: Comment faire naitre la nature partout. La solution: Green My City plateforme pour vegetaliser les toits des immeubles.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Description: Solutions numeriques pour lutter contre le rechauffement climatique. Le defi: Comment faire naitre la nature partout. La solution: Lopin plateforme numerique pour organiser la vegetalisation urbaine.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Description: Solutions numeriques pour lutter contre le rechauffement climatique. Le defi: Faciliter la transmission des donnees. La solution: C4 Game serious game base sur l open data climatique.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Description: Solutions numeriques pour lutter contre le rechauffement climatique. Le defi: Minimiser les besoins de mobilite. La solution: Tayo outil de planification et mutualisation de trajets professionnels.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Description: Solutions numeriques pour lutter contre le rechauffement climatique. Le defi: Partager equitablement les ressources. La solution: La tomate qui sourit sensibilisation au gaspillage alimentaire.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Description: Solutions numeriques pour lutter contre le rechauffement climatique. Le defi: Economie et repartition du temps de travail. La solution: Cycleo solution velo-travail pour entreprises.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Description: Solutions numeriques pour lutter contre le rechauffement climatique. Le defi: Permettre la prise en charge rapide de malades. La solution: Kidjamo dispositif de surveillance temperature pour drepanocytose.",0
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Coton-Predict IA d aide a la decision pour cotonculteurs bulletins de risque et alertes vocales.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Application reconnaissance faciale et assistance pedagogique intelligente.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: LADUM TAL IA de detection automatique des dechets urbains par vision par ordinateur.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Dabba assistant intelligent pour la gestion optimisee du betail.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Soutien emotionnel par detection en direct des emotions et relaxation.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Accompagnement femmes enceintes conseils personnalises et rappels visites.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Outil IA amelioration du niveau des eleves et etudiants.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Chatbot intelligent bilingue francais fulfulde assistance sante communautaire.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Lunettes intelligentes pour malvoyants navigation et reconnaissance environnement.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: IA de prediction des besoins alimentaires dans la communaute.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Module embarque intelligent pour motos gestion du vol.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Croire en Dieu c est bien.",0
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Messi est meilleur que Cristiano Ronaldo.",0
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Description: Solutions IA pour le contexte local. Solution: Projet pour aller sur la planete mars.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Candidat: PERIVOU AGOULA. Solution: ECOSYSTEM+. Description: EcoSystem+ est une plateforme numerique agri intelligence combinant Intelligence Artificielle Internet des Objets et Systemes d Information Geographique pour transformer l agriculture africaine face aux defis climatiques.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: KUPIKA. Description: plateforme qui vend des paniers de repas africains sains riches et varies sous forme de panier de repas alimentaires appretes avec une cuisson en generale de 2h pour les repas africains pour un temps reduit a 30min.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: AgricFresh. Description: AgricFresh is a climate-smart agribusiness focused on reducing post-harvest losses among smallholder farmers through affordable solar-powered cold storage solutions.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: AGRICAM IA. Description: AgriCam IA est une application mobile basee sur l intelligence artificielle concue pour accompagner les producteurs agricoles dans leurs decisions et ameliorer leur productivite. La plateforme integre egalement une marketplace agricole.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: GAIACORE SOVEREIGN BIOINTELLIGENCE FOR AUTONOMOUS AGRICULTURE. Description: SOVEREIGN BIOINTELLIGENCE FOR AUTONOMOUS AGRICULTURE.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: LightCow. Description: LightCow est systeme intelligent de surveillance et de gestion du betail. Elle est basee sur la technologie LoRaWAN et est essentiellement destinee au secteur de l elevage. Il s agit d une solution IoT integree qui permet de suivre securiser et optimiser le cheptel en temps reel.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Bakua Finance. Description: Bakua Finance transforms Cameroonian agricultural cooperatives into verified investment-grade Special Purpose Vehicles connecting them to global blockchain capital in under 60 days.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: AquaGuard. Description: AquaGuard is a digital aquaculture monitoring and farm management platform designed to help fish farmers improve productivity reduce risks and manage their operations more efficiently.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: griNova. Description: griNova automatise l irrigation surveille les sols et protege les cultures grace a des capteurs IoT une application mobile et une energie solaire.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: VALIDEAGRO. Description: ValideAgro est un assistant agricole intelligent propulse par l intelligence artificielle accessible par simple appel telephonique depuis n importe quel telephone meme basique sans internet ni smartphone requis.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: AGROPLUS. Description: AgroPlus is a digital ecosystem designed to de-risk agricultural investment across Cameroon. The platform operates through three strategic pillars The Fintech Dashboard The Farmer s Passport The Investment Marketplace.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: OGPA-FA. Description: OGPA-FA est une plateforme numerique qui optimise et securise l ensemble des processus de demande et d octroi de credit agropastoral.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: UAV-ADSS. Description: UAV-ADSS est une plateforme intelligente d aide a la decision agronomique qui combine drones capteurs IoT analyse de donnees et intelligence artificielle afin de transformer les donnees agricoles en informations decisionnelles pour les agriculteurs.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: TagraDrone Solution. Description: TagraDrone Solution est un systeme alliant flexibilite des drones et capacite d analyse d une intelligence artificielle et de modele Machine Learning pour la correction d anomalies agricoles.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: NDEMRI. Description: NDEMRI est un systeme numerique intelligent d assistance agricole developpe par Maroua Innovation Technology accessible via une application mobile Android iOS une interface web et un canal SMS pour les zones a faible connectivite.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: HUB NORD. Description: HUB NORD est une application web et mobile operationnelle qui connecte les acteurs agropastoraux et artisanaux du Septentrion camerounais eleveurs agriculteurs pecheurs artisans techniciens et acheteurs au sein d un ecosysteme numerique unique disponible en francais fulfulde et anglais.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: STRUCTURE AGROTECH. Description: STRUCTURE AgroTech is the only platform in Cameroon that integrates professional farm infrastructure planning with smart production management and market access.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: AGRICHECK. Description: Agricheck is an AI-powered agritech platform that helps smallholder farmers access quality inputs without upfront cash. We use satellite data soil analysis weather climate and price trends to score farm risk and offer input-for-produce contracts.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Sah Group Expertise. Description: La solution de ETS Sah Group Expertise est un ecosysteme de ferme autonome et connectee qui combine un systeme d irrigation intelligent pilote par IA et alimente par tracking solaire a un biodigesteur qui recycle les dechets agricoles pour produire de l energie biogaz et de l engrais organique liquide fertigation.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: AgriLink Cameroon. Description: AgriLink Cameroon is a trilingual digital agrimarketplace built to connect every actor in Cameroon s agricultural value chain on one accessible platform in English French and Cameroonian Pidgin English.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: CLIMALERT. Description: ClimAlert est un systeme d alerte precoce agro-climatique qui transforme les donnees meteorologiques en instructions concretes et personnalisees pour chaque producteur.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: FISHTECH SMART AQUACULTURE PLATFORM. Description: FishTech is a smart aquaculture platform combining IoT sensors data collection and digital training to improve fish farming management.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: FARMERS GUIDE AFRICA. Description: Farmers Guide Africa is a mobile app that gives farmers AI-powered agricultural support directly from their smartphones. Farmers can scan crops to detect diseases instantly and receive treatment recommendations.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: FARMUP. Description: FarmUp est une application web accessible depuis tout telephone ou ordinateur sans installation qui permet aux eleveurs africains de gerer l ensemble de leur activite en un seul endroit.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: NKWA. Description: Nkwa est une application mobile d epargne disciplinee et d acces au credit pour les menages agropastoraux.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Boutique en ligne. Description: Je veut vendre les habits et les meche bresilienne sur internet pour les femmes.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: PariFoot 237. Description: Une application de pari sportif pour gagnez beaucoup dargent sur le foot.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Musique Mbole. Description: Plateforme pour telecharger les sons de mbole et rap du cameroun.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Gestion Garage. Description: Un logiciel pour gere les pieces de rechange des voitures et motos a Douala.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Coiffure Plus. Description: Salon de coiffure digitalise avec prise de rendez vous pour les tresse.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Projet Voyage. Description: Je cherche un financement pour aller continuer mes etudes en Allemagne aidez moi.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Agence Immobiliere. Description: Site web pour louer les chambres et les studios aux etudiants a Dang.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Bible Numerique. Description: Une application qui contien tous les versets de la bible pour prier chaque jour.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Crypto Gain. Description: Investir dans le bitcoin pour devenir riche rapidement sans travailler.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Livraison Pizza. Description: On livre les pizzas chaudes a domicile dans toute la ville de Maroua.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Planto. Description: Application mobile pour detecter la maladie des plantes via photo smartphone. Aide les agriculteurs a identifier et traiter les maladies de leurs cultures.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: AgroScan. Description: Outil de reconnaissance visuelle des maladies vegetales destine aux agriculteurs ruraux du Cameroun.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: PhytoGuard. Description: Systeme IA de diagnostic phytosanitaire pour les cultures maraicheres et cerealieres. Alerte precoce et recommandations traitement.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: CropDoc. Description: Application de detection precoce des maladies des cultures par analyse photo. Fonctionne sans connexion internet stable.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: FarmHealth. Description: Plateforme numerique de surveillance sante des plantes combinant IoT et vision par ordinateur pour les exploitations agricoles camerounaises.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: SolAnalyse. Description: Systeme de mesure et analyse de la qualite des sols agricoles par capteurs connectes. Aide a optimiser les apports en engrais et eau.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: IrriSmart. Description: Solution d irrigation automatisee pilotee par IA selon la meteo et l humidite du sol. Reduit la consommation d eau de 40 pourcent.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: StockAgri. Description: Application de gestion des stocks post-recolte pour cooperatives agricoles. Reduit les pertes alimentaires et optimise la vente.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: ElevTech. Description: Plateforme de gestion du betail pour eleveurs. Suivi sante animale vaccination calendrier veterinaire et alertes maladie.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: MarketFarm. Description: Marketplace connectant directement producteurs agricoles et acheteurs consommateurs. Elimine les intermediaires et augmente les revenus des fermiers.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: CoopCredit. Description: Plateforme de micro-financement et epargne pour cooperatives agricoles. Facilite l acces au credit sans garantie bancaire traditionnelle.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: DronAg. Description: Service de cartographie et surveillance des exploitations agricoles par drone. Detection anomalies cultures et suivi croissance.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: MeteoFarm. Description: Application meteo hyperlocale pour agriculteurs avec alertes risques climatiques et conseils adaptation pratiques culturales.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: PecheConnect. Description: Plateforme numerique pour pecheurs du lac Tchad. Gestion des captures partage zones de peche et vente directe poisson frais.",1
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: Application E-Commerce Mode. Description: Boutique en ligne pour vendre robes pagnes et bijoux africains avec livraison nationale.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: TaxiApp. Description: Application de mise en relation chauffeurs et passagers pour trajets urbains a Yaounde et Douala.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: CryptoTrade237. Description: Plateforme d echange de cryptomonnaies Bitcoin Ethereum pour investisseurs camerounais.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: EduStream. Description: Plateforme de cours en ligne et tutoriels video pour etudiants universitaires toutes filieres.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: BetFoot237. Description: Site de paris sportifs en ligne specialise football camerounais et competitions africaines.",0
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: MediScan. Description: Application de detection des maladies tropicales par analyse photo des symptomes visibles. Diagnostic rapide pour zones sans medecin.",1
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: TeleMed Nord. Description: Plateforme de teleconsultation medicale entre patients du Grand Nord et medecins specialistes des grandes villes.",1
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: VacciTrack. Description: Systeme de suivi numerique des vaccinations des enfants avec alertes SMS aux parents pour les rappels.",1
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: NutriMaman. Description: Application de suivi nutritionnel pour femmes enceintes et allaitantes en zone rurale avec conseils personnalises.",1
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: PharmAlert. Description: Systeme de gestion des stocks de medicaments des centres de sante avec alertes rupture et commande automatique.",1
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: Application livraison repas. Description: On livre vos plats preferes a domicile en 30 minutes. Commandez via smartphone.",0
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: RentCar. Description: Location de vehicules entre particuliers pour week-end et vacances au Cameroun.",0
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: SoccerBet. Description: Application de pronostics et paris sur les matchs de football de la CAN et ligue 1.",0
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Solution: DiagnoIA. Description: Systeme d intelligence artificielle pour le diagnostic precoce du paludisme par analyse image microscopique. Impact direct sante communautaire.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Solution: TraduIA. Description: Outil de traduction automatique entre le francais le fulfulde et l arabe dialectal. Facilite communication administration et sante.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Solution: MarketIA. Description: Algorithme de prediction des prix des denrees alimentaires sur les marches locaux. Aide vendeurs et acheteurs a negocier equitablement.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Solution: SecuRoute. Description: Systeme IA de detection des zones dangereuses sur les routes du Grand Nord. Alertes en temps reel pour transporteurs.",1
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Solution: Achat immobilier Yaounde. Description: Je veux acheter un appartement F4 a Bastos Yaounde avec piscine et parking.",0
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Solution: Abonnement Netflix. Description: Comment obtenir Netflix moins cher en partageant le compte avec des amis.",0
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Solution: EcoMobil. Description: Application de covoiturage electrique pour reduire les emissions de CO2 dans les villes camerounaises. Mise en relation conducteurs et passagers trajets quotidiens.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Solution: ForetGuard. Description: Systeme de surveillance de la deforestation par imagerie satellite et IA. Alertes en temps reel pour les autorites forestieres.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Solution: SolairePlus. Description: Plateforme de financement participatif pour installation de panneaux solaires dans les villages sans electricite au Cameroun.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Solution: AquaSave. Description: Systeme intelligent de detection des fuites d eau dans les reseaux de distribution urbains. Reduit les pertes jusqu a 35 pourcent.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Solution: WasteMap. Description: Application de geolocalisation des points de collecte des dechets et sensibilisation au tri selectif pour les menages urbains.",1
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Solution: Application rencontre. Description: Site de rencontre pour celibataires africains cherchant l amour et le mariage.",0
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Solution: Jeux Casino. Description: Plateforme de jeux de casino en ligne avec machines a sous poker et roulette.",0
"Titre: orange for climate. Theme: Detection des conditions meteo. Description: Systeme de prevision et detection des conditions meteorologiques. Solution: CardioCheck. Description projet: Dispositif connecte pour le suivi du rythme cardiaque et alertes en cas AVC.",0
"Titre: orange for climate. Theme: Detection des conditions meteo. Description: Systeme de prevision et detection des conditions meteorologiques. Solution: MediAlert. Description projet: Application de suivi cardiaque et detection arythmie avec alertes medicales.",0
"Titre: orange for climate. Theme: Detection des conditions meteo. Description: Systeme de prevision et detection des conditions meteorologiques. Solution: GlucoTrack. Description projet: Dispositif connecte de surveillance glycemie pour diabetiques avec alertes medecin.",0
"Titre: orange for climate. Theme: Detection des conditions meteo. Description: Systeme de prevision et detection des conditions meteorologiques. Solution: MeteoScan. Description projet: Capteurs IoT de mesure temperature humidite pression atmospherique prevision pluie.",1
"Titre: orange for climate. Theme: Detection des conditions meteo. Description: Systeme de prevision et detection des conditions meteorologiques. Solution: WeatherNet. Description projet: Reseau de stations meteo connectees pour cartographie conditions climatiques locales en temps reel.",1
"Titre: orange for climate. Theme: Detection des conditions meteo. Description: Systeme de prevision et detection des conditions meteorologiques. Solution: StormAlert. Description projet: Systeme detection orages eclairs et vents violents avec alertes SMS populations zones rurales.",1
"Titre: orange for climate. Theme: Detection des conditions meteo. Description: Systeme de prevision et detection des conditions meteorologiques. Solution: PluiePredict. Description projet: Algorithme prediction precipitations base sur donnees satellites et capteurs sol pour agriculture.",1
"Titre: orange for climate. Theme: Detection des conditions meteo. Description: Systeme de prevision et detection des conditions meteorologiques. Solution: DonSang Connect. Description projet: Plateforme mise en relation donneurs de sang et hopitaux avec geolocalisation.",0
"Titre: orange for climate. Theme: Detection des conditions meteo. Description: Systeme de prevision et detection des conditions meteorologiques. Solution: EduKids. Description projet: Application apprentissage lecture ecriture enfants 4 a 8 ans avec exercices interactifs.",0
"Titre: orange for climate. Theme: Detection des conditions meteo. Description: Systeme de prevision et detection des conditions meteorologiques. Solution: AgriBot. Description projet: Robot agricole autonome pour semis et recolte cultures cerealieres parcelles familiales.",0
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: CardioCheck. Description: Dispositif connecte suivi rythme cardiaque et alertes en cas AVC. Surveillance continue patients cardiaques.",1
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: GlucoTrack. Description: Dispositif connecte surveillance glycemie pour diabetiques avec alertes automatiques medecin en cas depassement seuil.",1
